,MV,P,PE,VA,VO
2002-09-09,988.14,3.83,153.2,,
2002-09-16,988.14,3.83,153.2,,
2002-09-23,988.14,3.83,153.2,,
2002-09-30,988.14,3.83,153.2,,
2002-10-07,988.14,3.83,153.2,,
2002-10-14,988.14,3.83,153.2,,
2002-10-21,988.14,3.83,153.2,,
2002-10-28,988.14,3.83,153.2,,
2002-11-04,988.14,3.83,153.2,,
2002-11-11,988.14,3.83,153.2,,
2002-11-18,988.14,3.83,153.2,,
2002-11-25,988.14,3.83,153.2,,
2002-12-02,988.14,3.83,153.2,,
2002-12-09,988.14,3.83,153.2,,
2002-12-16,988.14,3.83,153.2,,
2002-12-23,988.14,3.83,153.2,,
2002-12-30,988.14,3.83,153.2,,
2003-01-06,988.14,3.83,153.2,,
2003-01-13,988.14,3.83,153.2,,
2003-01-20,988.14,3.83,153.2,,
2003-01-27,988.14,3.83,153.2,,
2003-02-03,988.14,3.83,153.2,,
2003-02-10,988.14,3.83,153.2,,
2003-02-17,988.14,3.83,153.2,,
2003-02-24,988.14,3.83,153.2,,
2003-03-03,988.14,3.83,153.2,,
2003-03-10,988.14,3.83,153.2,,
2003-03-17,988.14,3.83,153.2,,
2003-03-24,988.14,3.83,153.2,,
2003-03-31,988.14,3.83,153.2,,
2003-04-07,988.14,3.83,153.2,,
2003-04-14,988.14,3.83,153.2,,
2003-04-21,988.14,3.83,153.2,,
2003-04-28,988.14,3.83,153.2,,
2003-05-05,988.14,3.83,153.2,,
2003-05-12,988.14,3.83,153.2,,
2003-05-19,988.14,3.83,153.2,,
2003-05-26,988.14,3.83,153.2,,
2003-06-02,988.14,3.83,153.2,,
2003-06-09,988.14,3.83,153.2,,
2003-06-16,988.14,3.83,153.2,,
2003-06-23,988.14,3.83,153.2,,
2003-06-30,988.14,3.83,153.2,,
2003-07-07,988.14,3.83,153.2,,
2003-07-14,988.14,3.83,153.2,,
2003-07-21,988.14,3.83,153.2,,
2003-07-28,988.14,3.83,153.2,,
2003-08-04,988.14,3.83,153.2,,
2003-08-11,988.14,3.83,153.2,,
2003-08-18,988.14,3.83,153.2,,
2003-08-25,988.14,3.83,153.2,,
2003-09-01,988.14,3.83,153.2,,
2003-09-08,988.14,3.83,153.2,,
2003-09-15,988.14,3.83,153.2,,
2003-09-22,988.14,3.83,153.2,,
2003-09-29,988.14,3.83,153.2,,
2003-10-06,988.14,3.83,153.2,,
2003-10-13,988.14,3.83,153.2,,
2003-10-20,988.14,3.83,153.2,,
2003-10-27,988.14,3.83,153.2,,
2003-11-03,988.14,3.83,153.2,,
2003-11-10,988.14,3.83,153.2,,
2003-11-17,988.14,3.83,153.2,,
2003-11-24,988.14,3.83,153.2,,
2003-12-01,988.14,3.83,153.2,,
2003-12-08,988.14,3.83,153.2,,
2003-12-15,988.14,3.83,153.2,,
2003-12-22,988.14,3.83,153.2,,
2003-12-29,988.14,3.83,153.2,,
2004-01-05,988.14,3.83,153.2,,
2004-01-12,988.14,3.83,153.2,,
2004-01-19,988.14,3.83,153.2,,
2004-01-26,988.14,3.83,153.2,,
2004-02-02,988.14,3.83,153.2,,
2004-02-09,988.14,3.83,153.2,,
2004-02-16,988.14,3.83,153.2,,
2004-02-23,988.14,3.83,153.2,,
2004-03-01,988.14,3.83,153.2,,
2004-03-08,988.14,3.83,153.2,,
2004-03-15,988.14,3.83,153.2,,
2004-03-22,988.14,3.83,153.2,,
2004-03-29,988.14,3.83,153.2,,
2004-04-05,988.14,3.83,153.2,,
2004-04-12,988.14,3.83,153.2,,
2004-04-19,988.14,3.83,153.2,,
2004-04-26,988.14,3.83,153.2,,
2004-05-03,988.14,3.83,153.2,,
2004-05-10,988.14,3.83,153.2,,
2004-05-17,988.14,3.83,153.2,,
2004-05-24,988.14,3.83,153.2,,
2004-05-31,988.14,3.83,153.2,,
2004-06-07,988.14,3.83,153.2,,
2004-06-14,988.14,3.83,153.2,,
2004-06-21,988.14,3.83,153.2,,
2004-06-28,988.14,3.83,153.2,,
2004-07-05,988.14,3.83,153.2,,
2004-07-12,988.14,3.83,153.2,,
2004-07-19,988.14,3.83,153.2,,
2004-07-26,988.14,3.83,153.2,,
2004-08-02,988.14,3.83,153.2,,
2004-08-09,988.14,3.83,153.2,,
2004-08-16,988.14,3.83,153.2,,
2004-08-23,988.14,3.83,153.2,,
2004-08-30,988.14,3.83,153.2,,
2004-09-06,988.14,3.83,153.2,,
2004-09-13,988.14,3.83,153.2,,
2004-09-20,988.14,3.83,153.2,,
2004-09-27,988.14,3.83,153.2,,
2004-10-04,988.14,3.83,153.2,,
2004-10-11,988.14,3.83,153.2,,
2004-10-18,988.14,3.83,153.2,,
2004-10-25,988.14,3.83,153.2,,
2004-11-01,988.14,3.83,153.2,,
2004-11-08,988.14,3.83,153.2,,
2004-11-15,988.14,3.83,153.2,,
2004-11-22,988.14,3.83,153.2,,
2004-11-29,988.14,3.83,153.2,,
2004-12-06,988.14,3.83,153.2,,
2004-12-13,988.14,3.83,153.2,,
2004-12-20,988.14,3.83,153.2,,
2004-12-27,988.14,3.83,153.2,,
2005-01-03,988.14,3.83,153.2,,
2005-01-10,988.14,3.83,153.2,,
2005-01-17,988.14,3.83,153.2,,
2005-01-24,988.14,3.83,153.2,,
2005-01-31,988.14,3.83,153.2,,
2005-02-07,988.14,3.83,153.2,,
2005-02-14,988.14,3.83,153.2,,
2005-02-21,988.14,3.83,153.2,,
2005-02-28,988.14,3.83,153.2,,
2005-03-07,988.14,3.83,153.2,,
2005-03-14,988.14,3.83,153.2,,
2005-03-21,988.14,3.83,153.2,,
2005-03-28,988.14,3.83,153.2,,
2005-04-04,988.14,3.83,153.2,,
2005-04-11,988.14,3.83,153.2,,
2005-04-18,988.14,3.83,153.2,,
2005-04-25,988.14,3.83,153.2,,
2005-05-02,988.14,3.83,153.2,,
2005-05-09,988.14,3.83,153.2,,
2005-05-16,988.14,3.83,153.2,,
2005-05-23,988.14,3.83,153.2,,
2005-05-30,988.14,3.83,153.2,,
2005-06-06,988.14,3.83,153.2,,
2005-06-13,988.14,3.83,153.2,,
2005-06-20,988.14,3.83,153.2,,
2005-06-27,988.14,3.83,153.2,,
2005-07-04,988.14,3.83,153.2,,
2005-07-11,988.14,3.83,153.2,,
2005-07-18,988.14,3.83,153.2,,
2005-07-25,988.14,3.83,153.2,,
2005-08-01,988.14,3.83,153.2,,
2005-08-08,988.14,3.83,153.2,,
2005-08-15,988.14,3.83,153.2,,
2005-08-22,988.14,3.83,153.2,,
2005-08-29,988.14,3.83,153.2,,
2005-09-05,988.14,3.83,153.2,,
2005-09-12,988.14,3.83,153.2,,
2005-09-19,988.14,3.83,153.2,,
2005-09-26,988.14,3.83,153.2,,
2005-10-03,988.14,3.83,153.2,,
2005-10-10,988.14,3.83,153.2,,
2005-10-17,988.14,3.83,153.2,,
2005-10-24,988.14,3.83,153.2,,
2005-10-31,988.14,3.83,153.2,,
2005-11-07,988.14,3.83,153.2,,
2005-11-14,988.14,3.83,153.2,,
2005-11-21,988.14,3.83,153.2,,
2005-11-28,988.14,3.83,153.2,,
2005-12-05,988.14,3.83,153.2,,
2005-12-12,988.14,3.83,153.2,,
2005-12-19,988.14,3.83,153.2,,
2005-12-26,988.14,3.83,153.2,,
2006-01-02,988.14,3.83,153.2,,
2006-01-09,988.14,3.83,153.2,,
2006-01-16,988.14,3.83,153.2,,
2006-01-23,988.14,3.83,153.2,,
2006-01-30,988.14,3.83,153.2,,
2006-02-06,988.14,3.83,153.2,,
2006-02-13,988.14,3.83,153.2,,
2006-02-20,988.14,3.83,153.2,,
2006-02-27,988.14,3.83,153.2,,
2006-03-06,988.14,3.83,153.2,,
2006-03-13,988.14,3.83,153.2,,
2006-03-20,988.14,3.83,153.2,,
2006-03-27,988.14,3.83,153.2,,
2006-04-03,988.14,3.83,153.2,,
2006-04-10,988.14,3.83,153.2,,
2006-04-17,988.14,3.83,153.2,,
2006-04-24,988.14,3.83,153.2,,
2006-05-01,988.14,3.83,153.2,,
2006-05-08,988.14,3.83,153.2,,
2006-05-15,988.14,3.83,153.2,,
2006-05-22,988.14,3.83,153.2,,
2006-05-29,988.14,3.83,153.2,,
2006-06-05,988.14,3.83,153.2,,
2006-06-12,988.14,3.83,153.2,,
2006-06-19,988.14,3.83,153.2,,
2006-06-26,988.14,3.83,153.2,,
2006-07-03,988.14,3.83,153.2,,
2006-07-10,988.14,3.83,153.2,,
2006-07-17,988.14,3.83,153.2,,
2006-07-24,988.14,3.83,153.2,,
2006-07-31,988.14,3.83,153.2,,
2006-08-07,988.14,3.83,153.2,,
2006-08-14,988.14,3.83,153.2,,
2006-08-21,988.14,3.83,153.2,,
2006-08-28,988.14,3.83,153.2,,
2006-09-04,988.14,3.83,153.2,,
2006-09-11,988.14,3.83,153.2,,
2006-09-18,988.14,3.83,153.2,,
2006-09-25,988.14,3.83,153.2,,
2006-10-02,988.14,3.83,153.2,,
2006-10-09,988.14,3.83,153.2,,
2006-10-16,988.14,3.83,153.2,,
2006-10-23,988.14,3.83,153.2,,
2006-10-30,988.14,3.83,153.2,,
2006-11-06,988.14,3.83,153.2,,
2006-11-13,988.14,3.83,153.2,,
2006-11-20,988.14,3.83,153.2,,
2006-11-27,988.14,3.83,153.2,,
2006-12-04,988.14,3.83,153.2,,
2006-12-11,988.14,3.83,153.2,,
2006-12-18,988.14,3.83,153.2,,
2006-12-25,988.14,3.83,153.2,,
2007-01-01,988.14,3.83,153.2,,
2007-01-08,988.14,3.83,153.2,,
2007-01-15,988.14,3.83,153.2,,
2007-01-22,988.14,3.83,153.2,,
2007-01-29,988.14,3.83,153.2,,
2007-02-05,988.14,3.83,153.2,,
2007-02-12,988.14,3.83,153.2,,
2007-02-19,988.14,3.83,153.2,,
2007-02-26,988.14,3.83,153.2,,
2007-03-05,988.14,3.83,153.2,,
2007-03-12,988.14,3.83,153.2,,
2007-03-19,988.14,3.83,153.2,,
2007-03-26,988.14,3.83,153.2,,
2007-04-02,988.14,3.83,153.2,,
2007-04-09,988.14,3.83,153.2,,
2007-04-16,988.14,3.83,153.2,,
2007-04-23,988.14,3.83,153.2,,
2007-04-30,988.14,3.83,153.2,,
2007-05-07,988.14,3.83,153.2,,
2007-05-14,988.14,3.83,153.2,,
2007-05-21,988.14,3.83,153.2,,
2007-05-28,988.14,3.83,153.2,,
2007-06-04,988.14,3.83,153.2,,
2007-06-11,988.14,3.83,153.2,,
2007-06-18,988.14,3.83,153.2,,
2007-06-25,988.14,3.83,153.2,,
2007-07-02,988.14,3.83,153.2,,
2007-07-09,988.14,3.83,153.2,,
2007-07-16,988.14,3.83,153.2,,
2007-07-23,988.14,3.83,153.2,,
2007-07-30,988.14,3.83,153.2,,
2007-08-06,988.14,3.83,153.2,,
2007-08-13,988.14,3.83,153.2,,
2007-08-20,988.14,3.83,153.2,,
2007-08-27,988.14,3.83,153.2,,
2007-09-03,988.14,3.83,153.2,,
2007-09-10,988.14,3.83,153.2,,
2007-09-17,988.14,3.83,153.2,,
2007-09-24,988.14,3.83,153.2,,
2007-10-01,988.14,3.83,153.2,,
2007-10-08,988.14,3.83,153.2,,
2007-10-15,988.14,3.83,153.2,,
2007-10-22,988.14,3.83,153.2,,
2007-10-29,988.14,3.83,153.2,,
2007-11-05,988.14,3.83,153.2,,
2007-11-12,988.14,3.83,153.2,,
2007-11-19,988.14,3.83,153.2,,
2007-11-26,988.14,3.83,153.2,,
2007-12-03,988.14,3.83,153.2,,
2007-12-10,988.14,3.83,153.2,,
2007-12-17,988.14,3.83,153.2,,
2007-12-24,988.14,3.83,153.2,,
2007-12-31,988.14,3.83,153.2,,
2008-01-07,988.14,3.83,153.2,,
2008-01-14,988.14,3.83,153.2,,
2008-01-21,988.14,3.83,153.2,,
2008-01-28,988.14,3.83,153.2,,
2008-02-04,988.14,3.83,153.2,,
2008-02-11,988.14,3.83,153.2,,
2008-02-18,988.14,3.83,153.2,,
2008-02-25,988.14,3.83,153.2,,
2008-03-03,988.14,3.83,153.2,,
2008-03-10,988.14,3.83,153.2,,
2008-03-17,988.14,3.83,153.2,,
2008-03-24,988.14,3.83,153.2,,
2008-03-31,988.14,3.83,153.2,,
2008-04-07,988.14,3.83,153.2,,
2008-04-14,988.14,3.83,153.2,,
2008-04-21,988.14,3.83,153.2,,
2008-04-28,988.14,3.83,153.2,,
2008-05-05,988.14,3.83,153.2,,
2008-05-12,988.14,3.83,153.2,,
2008-05-19,988.14,3.83,153.2,,
2008-05-26,988.14,3.83,153.2,,
2008-06-02,988.14,3.83,153.2,,
2008-06-09,988.14,3.83,153.2,,
2008-06-16,988.14,3.83,153.2,,
2008-06-23,988.14,3.83,153.2,,
2008-06-30,988.14,3.83,153.2,,
2008-07-07,988.14,3.83,153.2,,
2008-07-14,988.14,3.83,153.2,,
2008-07-21,988.14,3.83,153.2,,
2008-07-28,988.14,3.83,153.2,,
2008-08-04,988.14,3.83,153.2,,
2008-08-11,988.14,3.83,153.2,,
2008-08-18,988.14,3.83,153.2,,
2008-08-25,988.14,3.83,153.2,,
2008-09-01,988.14,3.83,153.2,,
2008-09-08,988.14,3.83,153.2,,
2008-09-15,988.14,3.83,153.2,,
2008-09-22,988.14,3.83,153.2,,
2008-09-29,988.14,3.83,153.2,,
2008-10-06,988.14,3.83,153.2,,
2008-10-13,988.14,3.83,153.2,,
2008-10-20,988.14,3.83,153.2,,
2008-10-27,988.14,3.83,153.2,,
2008-11-03,988.14,3.83,153.2,,
2008-11-10,988.14,3.83,153.2,,
2008-11-17,988.14,3.83,153.2,,
2008-11-24,988.14,3.83,153.2,,
2008-12-01,988.14,3.83,153.2,,
2008-12-08,988.14,3.83,153.2,,
2008-12-15,988.14,3.83,153.2,,
2008-12-22,988.14,3.83,153.2,,
2008-12-29,988.14,3.83,153.2,,
2009-01-05,988.14,3.83,153.2,,
2009-01-12,988.14,3.83,153.2,,
2009-01-19,988.14,3.83,153.2,,
2009-01-26,988.14,3.83,153.2,,
2009-02-02,988.14,3.83,153.2,,
2009-02-09,988.14,3.83,153.2,,
2009-02-16,988.14,3.83,153.2,,
2009-02-23,988.14,3.83,153.2,,
2009-03-02,988.14,3.83,153.2,,
2009-03-09,988.14,3.83,153.2,,
2009-03-16,988.14,3.83,153.2,,
2009-03-23,988.14,3.83,153.2,,
2009-03-30,988.14,3.83,153.2,,
2009-04-06,988.14,3.83,153.2,,
2009-04-13,988.14,3.83,153.2,,
2009-04-20,988.14,3.83,153.2,,
2009-04-27,988.14,3.83,153.2,,
2009-05-04,988.14,3.83,153.2,,
2009-05-11,988.14,3.83,153.2,,
2009-05-18,988.14,3.83,153.2,,
2009-05-25,988.14,3.83,153.2,,
2009-06-01,988.14,3.83,153.2,,
2009-06-08,988.14,3.83,153.2,,
2009-06-15,988.14,3.83,153.2,,
2009-06-22,988.14,3.83,153.2,,
2009-06-29,988.14,3.83,153.2,,
2009-07-06,988.14,3.83,153.2,,
2009-07-13,988.14,3.83,153.2,,
2009-07-20,988.14,3.83,153.2,,
2009-07-27,988.14,3.83,153.2,,
2009-08-03,988.14,3.83,153.2,,
2009-08-10,988.14,3.83,153.2,,
2009-08-17,988.14,3.83,153.2,,
2009-08-24,988.14,3.83,153.2,,
2009-08-31,988.14,3.83,153.2,,
2009-09-07,988.14,3.83,153.2,,
2009-09-14,988.14,3.83,153.2,,
2009-09-21,988.14,3.83,153.2,,
2009-09-28,988.14,3.83,153.2,,
2009-10-05,988.14,3.83,153.2,,
2009-10-12,988.14,3.83,153.2,,
2009-10-19,988.14,3.83,153.2,,
2009-10-26,988.14,3.83,153.2,,
2009-11-02,988.14,3.83,153.2,,
2009-11-09,988.14,3.83,153.2,,
2009-11-16,988.14,3.83,153.2,,
2009-11-23,988.14,3.83,153.2,,
2009-11-30,988.14,3.83,153.2,,
2009-12-07,988.14,3.83,153.2,,
2009-12-14,988.14,3.83,153.2,,
2009-12-21,988.14,3.83,153.2,,
2009-12-28,988.14,3.83,153.2,,
2010-01-04,988.14,3.83,153.2,,
2010-01-11,988.14,3.83,153.2,,
2010-01-18,988.14,3.83,153.2,,
2010-01-25,988.14,3.83,153.2,,
2010-02-01,988.14,3.83,153.2,,
2010-02-08,988.14,3.83,153.2,,
2010-02-15,988.14,3.83,153.2,,
2010-02-22,988.14,3.83,153.2,,
2010-03-01,988.14,3.83,153.2,,
2010-03-08,988.14,3.83,153.2,,
2010-03-15,988.14,3.83,153.2,,
2010-03-22,988.14,3.83,153.2,,
2010-03-29,988.14,3.83,153.2,,
2010-04-05,988.14,3.83,153.2,,
2010-04-12,988.14,3.83,153.2,,
2010-04-19,988.14,3.83,153.2,,
2010-04-26,988.14,3.83,153.2,,
2010-05-03,988.14,3.83,153.2,,
2010-05-10,988.14,3.83,153.2,,
2010-05-17,988.14,3.83,153.2,,
2010-05-24,988.14,3.83,153.2,,
2010-05-31,988.14,3.83,153.2,,
2010-06-07,988.14,3.83,153.2,,
2010-06-14,988.14,3.83,153.2,,
2010-06-21,988.14,3.83,153.2,,
2010-06-28,988.14,3.83,153.2,,
2010-07-05,988.14,3.83,153.2,,
2010-07-12,988.14,3.83,153.2,,
2010-07-19,988.14,3.83,153.2,,
2010-07-26,988.14,3.83,153.2,,
2010-08-02,988.14,3.83,153.2,,
2010-08-09,988.14,3.83,153.2,,
2010-08-16,988.14,3.83,153.2,,
2010-08-23,988.14,3.83,153.2,,
2010-08-30,988.14,3.83,153.2,,
2010-09-06,988.14,3.83,153.2,,
2010-09-13,988.14,3.83,153.2,,
2010-09-20,988.14,3.83,153.2,,
2010-09-27,988.14,3.83,153.2,,
2010-10-04,988.14,3.83,153.2,,
2010-10-11,988.14,3.83,153.2,,
2010-10-18,988.14,3.83,153.2,,
2010-10-25,988.14,3.83,153.2,,
2010-11-01,988.14,3.83,153.2,,
2010-11-08,988.14,3.83,153.2,,
2010-11-15,988.14,3.83,153.2,,
2010-11-22,988.14,3.83,153.2,,
2010-11-29,988.14,3.83,153.2,,
2010-12-06,988.14,3.83,153.2,,
2010-12-13,988.14,3.83,153.2,,
2010-12-20,988.14,3.83,153.2,,
2010-12-27,988.14,3.83,153.2,,
2011-01-03,988.14,3.83,153.2,,
2011-01-10,988.14,3.83,153.2,,
2011-01-17,988.14,3.83,153.2,,
2011-01-24,988.14,3.83,153.2,,
2011-01-31,988.14,3.83,153.2,,
2011-02-07,988.14,3.83,153.2,,
2011-02-14,988.14,3.83,153.2,,
2011-02-21,988.14,3.83,153.2,,
2011-02-28,988.14,3.83,153.2,,
2011-03-07,988.14,3.83,153.2,,
2011-03-14,988.14,3.83,153.2,,
2011-03-21,988.14,3.83,153.2,,
2011-03-28,988.14,3.83,153.2,,
2011-04-04,988.14,3.83,153.2,,
2011-04-11,988.14,3.83,153.2,,
2011-04-18,988.14,3.83,153.2,,
2011-04-25,988.14,3.83,153.2,,
2011-05-02,988.14,3.83,153.2,,
2011-05-09,988.14,3.83,153.2,,
2011-05-16,988.14,3.83,153.2,,
2011-05-23,988.14,3.83,153.2,,
2011-05-30,988.14,3.83,153.2,,
2011-06-06,988.14,3.83,153.2,,
2011-06-13,988.14,3.83,153.2,,
2011-06-20,988.14,3.83,153.2,,
2011-06-27,988.14,3.83,153.2,,
2011-07-04,988.14,3.83,153.2,,
2011-07-11,988.14,3.83,153.2,,
2011-07-18,988.14,3.83,153.2,,
2011-07-25,988.14,3.83,153.2,,
2011-08-01,988.14,3.83,153.2,,
2011-08-08,988.14,3.83,153.2,,
2011-08-15,988.14,3.83,153.2,,
2011-08-22,988.14,3.83,153.2,,
2011-08-29,988.14,3.83,153.2,,
2011-09-05,988.14,3.83,153.2,,
2011-09-12,988.14,3.83,153.2,,
2011-09-19,988.14,3.83,153.2,,
2011-09-26,988.14,3.83,153.2,,
2011-10-03,988.14,3.83,153.2,,
2011-10-10,988.14,3.83,153.2,,
2011-10-17,988.14,3.83,153.2,,
2011-10-24,988.14,3.83,153.2,,
2011-10-31,988.14,3.83,153.2,,
2011-11-07,988.14,3.83,153.2,,
2011-11-14,988.14,3.83,153.2,,
2011-11-21,988.14,3.83,153.2,,
2011-11-28,988.14,3.83,153.2,,
2011-12-05,988.14,3.83,153.2,,
2011-12-12,988.14,3.83,153.2,,
2011-12-19,988.14,3.83,153.2,,
2011-12-26,988.14,3.83,153.2,,
2012-01-02,988.14,3.83,153.2,,
2012-01-09,988.14,3.83,153.2,,
2012-01-16,988.14,3.83,153.2,,
2012-01-23,988.14,3.83,153.2,,
2012-01-30,988.14,3.83,153.2,,
2012-02-06,988.14,3.83,153.2,,
2012-02-13,988.14,3.83,153.2,,
2012-02-20,988.14,3.83,153.2,,
2012-02-27,988.14,3.83,153.2,,
2012-03-05,988.14,3.83,153.2,,
2012-03-12,988.14,3.83,153.2,,
2012-03-19,988.14,3.83,153.2,,
2012-03-26,988.14,3.83,153.2,,
2012-04-02,988.14,3.83,153.2,,
2012-04-09,988.14,3.83,153.2,,
2012-04-16,988.14,3.83,153.2,,
2012-04-23,988.14,3.83,153.2,,
2012-04-30,988.14,3.83,153.2,,
2012-05-07,988.14,3.83,153.2,,
2012-05-14,988.14,3.83,153.2,,
2012-05-21,988.14,3.83,153.2,,
2012-05-28,988.14,3.83,153.2,,
2012-06-04,988.14,3.83,153.2,,
2012-06-11,988.14,3.83,153.2,,
2012-06-18,988.14,3.83,153.2,,
2012-06-25,988.14,3.83,153.2,,
2012-07-02,988.14,3.83,153.2,,
2012-07-09,988.14,3.83,153.2,,
2012-07-16,988.14,3.83,153.2,,
2012-07-23,988.14,3.83,153.2,,
2012-07-30,988.14,3.83,153.2,,
2012-08-06,988.14,3.83,153.2,,
2012-08-13,988.14,3.83,153.2,,
2012-08-20,988.14,3.83,153.2,,
2012-08-27,988.14,3.83,153.2,,
2012-09-03,988.14,3.83,153.2,,
2012-09-10,988.14,3.83,153.2,,
2012-09-17,988.14,3.83,153.2,,
2012-09-24,988.14,3.83,153.2,,
2012-10-01,988.14,3.83,153.2,,
2012-10-08,988.14,3.83,153.2,,
2012-10-15,988.14,3.83,153.2,,
2012-10-22,988.14,3.83,153.2,,
2012-10-29,988.14,3.83,153.2,,
2012-11-05,988.14,3.83,153.2,,
2012-11-12,988.14,3.83,153.2,,
2012-11-19,988.14,3.83,153.2,,
2012-11-26,988.14,3.83,153.2,,
2012-12-03,988.14,3.83,153.2,,
2012-12-10,988.14,3.83,153.2,,
2012-12-17,988.14,3.83,153.2,,
2012-12-24,988.14,3.83,153.2,,
2012-12-31,988.14,3.83,153.2,,
2013-01-07,988.14,3.83,153.2,,
2013-01-14,988.14,3.83,153.2,,
2013-01-21,988.14,3.83,153.2,,
2013-01-28,988.14,3.83,153.2,,
2013-02-04,988.14,3.83,153.2,,
2013-02-11,988.14,3.83,153.2,,
2013-02-18,988.14,3.83,153.2,,
2013-02-25,988.14,3.83,153.2,,
2013-03-04,988.14,3.83,153.2,,
2013-03-11,988.14,3.83,153.2,,
2013-03-18,988.14,3.83,153.2,,
2013-03-25,988.14,3.83,153.2,,
2013-04-01,988.14,3.83,153.2,,
2013-04-08,988.14,3.83,153.2,,
2013-04-15,988.14,3.83,153.2,,
2013-04-22,988.14,3.83,153.2,,
2013-04-29,988.14,3.83,153.2,,
2013-05-06,988.14,3.83,153.2,,
2013-05-13,988.14,3.83,153.2,,
2013-05-20,988.14,3.83,153.2,,
2013-05-27,988.14,3.83,153.2,,
2013-06-03,988.14,3.83,153.2,,
2013-06-10,988.14,3.83,153.2,,
2013-06-17,988.14,3.83,153.2,,
2013-06-24,988.14,3.83,153.2,,
2013-07-01,988.14,3.83,153.2,,
2013-07-08,988.14,3.83,153.2,,
2013-07-15,988.14,3.83,153.2,,
2013-07-22,988.14,3.83,153.2,,
2013-07-29,988.14,3.83,153.2,,
2013-08-05,988.14,3.83,153.2,,
2013-08-12,988.14,3.83,153.2,,
2013-08-19,988.14,3.83,153.2,,
2013-08-26,988.14,3.83,153.2,,
2013-09-02,988.14,3.83,153.2,,
2013-09-09,988.14,3.83,153.2,,
2013-09-16,988.14,3.83,153.2,,
2013-09-23,988.14,3.83,153.2,,
2013-09-30,988.14,3.83,153.2,,
2013-10-07,988.14,3.83,153.2,,
2013-10-14,988.14,3.83,153.2,,
2013-10-21,988.14,3.83,153.2,,
2013-10-28,988.14,3.83,153.2,,
2013-11-04,988.14,3.83,153.2,,
2013-11-11,988.14,3.83,153.2,,
2013-11-18,988.14,3.83,153.2,,
2013-11-25,988.14,3.83,153.2,,
2013-12-02,988.14,3.83,153.2,,
2013-12-09,988.14,3.83,153.2,,
2013-12-16,988.14,3.83,153.2,,
2013-12-23,988.14,3.83,153.2,,
2013-12-30,988.14,3.83,153.2,,
2014-01-06,988.14,3.83,153.2,,
2014-01-13,988.14,3.83,153.2,,
2014-01-20,988.14,3.83,153.2,,
2014-01-27,988.14,3.83,153.2,,
2014-02-03,988.14,3.83,153.2,,
2014-02-10,988.14,3.83,153.2,,
2014-02-17,988.14,3.83,153.2,,
2014-02-24,988.14,3.83,153.2,,
2014-03-03,988.14,3.83,153.2,,
2014-03-10,988.14,3.83,153.2,,
2014-03-17,988.14,3.83,153.2,,
2014-03-24,988.14,3.83,153.2,,
2014-03-31,988.14,3.83,153.2,,
2014-04-07,988.14,3.83,153.2,,
2014-04-14,988.14,3.83,153.2,,
2014-04-21,988.14,3.83,153.2,,
2014-04-28,988.14,3.83,153.2,,
2014-05-05,988.14,3.83,153.2,,
2014-05-12,988.14,3.83,153.2,,
2014-05-19,988.14,3.83,153.2,,
2014-05-26,988.14,3.83,153.2,,
2014-06-02,988.14,3.83,153.2,,
2014-06-09,988.14,3.83,153.2,,
2014-06-16,988.14,3.83,153.2,,
2014-06-23,988.14,3.83,153.2,,
2014-06-30,988.14,3.83,153.2,,
2014-07-07,988.14,3.83,153.2,,
2014-07-14,988.14,3.83,153.2,,
2014-07-21,988.14,3.83,153.2,,
2014-07-28,988.14,3.83,153.2,,
2014-08-04,988.14,3.83,153.2,,
2014-08-11,988.14,3.83,153.2,,
2014-08-18,988.14,3.83,153.2,,
2014-08-25,988.14,3.83,153.2,,
2014-09-01,988.14,3.83,153.2,,
2014-09-08,988.14,3.83,153.2,,
2014-09-15,988.14,3.83,153.2,,
2014-09-22,988.14,3.83,153.2,,
2014-09-29,988.14,3.83,153.2,,
2014-10-06,988.14,3.83,153.2,,
2014-10-13,988.14,3.83,153.2,,
2014-10-20,988.14,3.83,153.2,,
2014-10-27,988.14,3.83,153.2,,
2014-11-03,988.14,3.83,153.2,,
2014-11-10,988.14,3.83,153.2,,
2014-11-17,988.14,3.83,153.2,,
2014-11-24,988.14,3.83,153.2,,
2014-12-01,988.14,3.83,153.2,,
2014-12-08,988.14,3.83,153.2,,
2014-12-15,988.14,3.83,153.2,,
2014-12-22,988.14,3.83,153.2,,
2014-12-29,988.14,3.83,153.2,,
2015-01-05,988.14,3.83,153.2,,
2015-01-12,988.14,3.83,153.2,,
2015-01-19,988.14,3.83,153.2,,
2015-01-26,988.14,3.83,153.2,,
2015-02-02,988.14,3.83,153.2,,
2015-02-09,988.14,3.83,153.2,,
2015-02-16,988.14,3.83,153.2,,
2015-02-23,988.14,3.83,153.2,,
2015-03-02,988.14,3.83,153.2,,
2015-03-09,988.14,3.83,153.2,,
2015-03-16,988.14,3.83,153.2,,
2015-03-23,988.14,3.83,153.2,,
2015-03-30,988.14,3.83,153.2,,
2015-04-06,988.14,3.83,153.2,,
2015-04-13,988.14,3.83,153.2,,
2015-04-20,988.14,3.83,153.2,,
2015-04-27,988.14,3.83,153.2,,
2015-05-04,988.14,3.83,153.2,,
2015-05-11,988.14,3.83,153.2,,
2015-05-18,988.14,3.83,153.2,,
2015-05-25,988.14,3.83,153.2,,
2015-06-01,988.14,3.83,153.2,,
