,MV,P,PE,PTBV,VA,VO
2012-10-22,83402.75,14.09,38.5,2.52,2504214.0,182140.4
2012-10-29,74760.56,12.63,34.5,2.26,2027336.0,153434.4
2012-11-05,77957.0,13.17,33.8,2.36,1697823.0,129850.9
2012-11-12,74050.31,12.51,32.1,2.24,1530764.0,120185.5
2012-11-19,73103.19,12.35,31.7,2.21,1016767.0,83436.1
2012-11-26,72037.69,12.17,31.3,2.18,1013112.0,81860.8
2012-12-03,64520.23,10.9,28.0,1.95,1082873.0,94200.4
2012-12-10,75293.31,12.72,32.7,2.28,2382212.0,194684.8
2012-12-17,82396.44,13.92,35.7,2.49,2929338.0,218889.6
2012-12-24,81567.81,13.78,35.4,2.47,4297062.0,307804.4
2012-12-31,91275.38,15.42,39.6,2.76,6274339.0,431033.4
2013-01-07,88848.5,15.01,38.5,2.56,1869129.0,122205.9
2013-01-14,90920.25,15.36,39.4,2.62,3823887.0,255464.7
2013-01-21,88966.88,15.03,38.6,2.57,3651507.0,243071.9
2013-01-28,88434.19,14.94,38.4,2.55,3900447.0,262992.9
2013-02-04,93406.31,15.78,40.5,2.7,8982829.0,571969.0
2013-02-11,99207.19,16.76,43.0,2.86,5429363.0,328947.8
2013-02-18,95300.5,16.1,41.3,2.75,935663.7,57366.3
2013-02-25,89499.63,15.12,38.8,2.58,3463161.0,226149.4
2013-03-04,89085.25,15.05,38.6,2.57,4503879.0,288961.9
2013-03-11,86007.25,14.53,37.3,2.48,3913072.0,257306.5
2013-03-18,84172.25,14.22,36.5,2.43,2781697.0,193445.1
2013-03-25,85237.75,14.4,37.0,2.46,2588535.0,176487.7
2013-04-01,77720.19,13.13,33.7,2.24,1845793.0,135688.3
2013-04-08,77601.81,13.11,33.7,2.24,927520.7,69900.6
2013-04-15,75530.06,12.76,32.8,2.18,1228861.0,93393.3
2013-04-22,81212.63,13.72,35.2,2.34,1968052.0,147325.0
2013-04-29,77838.63,13.15,35.6,2.25,1192889.0,89642.6
2013-05-06,81863.75,13.83,37.4,2.36,1130103.0,82948.6
2013-05-13,78489.75,13.26,35.8,2.27,1480612.0,109689.1
2013-05-20,81627.0,13.79,37.3,2.36,1854263.0,137017.3
2013-05-27,81449.38,13.76,37.2,2.35,1591422.0,115995.1
2013-06-03,82988.44,14.02,37.9,2.4,2218174.0,156282.4
2013-06-10,77187.5,13.04,35.3,2.23,1517678.0,111947.7
2013-06-17,71741.75,12.12,32.8,2.07,900006.8,73208.4
2013-06-24,66414.38,11.22,30.3,1.92,1284708.0,107974.4
2013-07-01,65763.25,11.11,30.0,1.9,1648227.0,149994.1
2013-07-08,65171.37,11.01,29.8,1.88,1444149.0,130860.5
2013-07-15,75174.94,12.7,34.3,2.17,2549699.0,209207.8
2013-07-22,69551.63,11.75,31.8,2.01,2245724.0,182953.6
2013-07-29,68012.63,11.49,31.1,1.96,1547407.0,129564.1
2013-08-05,72748.06,12.29,33.2,2.1,1476130.0,122326.8
2013-08-12,75174.94,12.7,34.3,2.17,1731903.0,140336.3
2013-08-19,70143.56,11.85,32.0,2.02,2344262.0,190216.1
2013-08-26,70498.69,11.91,32.2,2.03,1325350.0,113165.3
2013-09-02,70202.75,11.86,33.7,2.03,1391852.0,117436.9
2013-09-09,72452.06,12.24,34.8,2.09,1791809.0,149500.4
2013-09-16,74227.88,12.54,35.7,2.14,2973478.0,233283.1
2013-09-23,74287.06,12.55,35.7,2.14,774481.3,62039.8
2013-09-30,70143.56,11.85,33.7,2.02,1262552.0,105163.6
2013-10-07,70143.56,11.85,33.7,2.02,,
2013-10-14,70202.75,11.86,33.7,2.03,1167455.0,97995.9
2013-10-21,71149.81,12.02,34.2,2.05,1290559.0,109092.0
2013-10-28,67835.0,11.46,32.6,1.96,902971.2,76923.8
2013-11-04,68663.69,11.6,25.6,1.98,892332.1,76759.4
2013-11-11,66118.44,11.17,24.6,1.91,767625.9,67119.6
2013-11-18,73991.13,12.5,27.6,2.14,1725793.0,145403.3
2013-11-25,71505.0,12.08,26.6,2.06,1588499.0,129883.3
2013-12-02,79732.81,13.47,29.7,2.3,3351458.0,258818.1
2013-12-09,79318.44,13.4,29.5,2.29,3106339.0,229417.3
2013-12-16,74523.81,12.59,27.8,2.15,1773750.0,137321.5
2013-12-23,73044.0,12.34,27.2,2.11,1425191.0,112857.6
2013-12-30,72096.88,12.18,26.9,2.08,1913685.0,157363.0
2014-01-06,70735.5,11.95,26.4,1.79,1439532.0,118140.2
2014-01-13,67479.88,11.4,25.1,1.7,1208535.0,102575.6
2014-01-20,67539.06,11.41,25.2,1.71,1081388.0,94466.5
2014-01-27,69137.25,11.68,25.8,1.75,1414365.0,119462.2
2014-02-03,68012.63,11.49,25.3,1.72,623895.2,53389.5
2014-02-10,70380.31,11.89,26.2,1.78,502773.1,42959.0
2014-02-17,70557.94,11.92,26.3,1.78,1628804.0,136415.8
2014-02-24,63750.76,10.77,23.7,1.61,1932361.0,171115.9
2014-03-03,61915.75,10.46,23.1,1.56,1703163.0,161800.4
2014-03-10,59015.29,9.97,22.0,1.49,1564144.0,151874.3
2014-03-17,58837.73,9.94,21.9,1.49,1305967.0,132139.9
2014-03-24,60791.11,10.27,22.6,1.53,1333732.0,134039.7
2014-03-31,58482.56,9.88,21.8,1.48,1116612.0,110332.2
2014-04-07,60968.67,10.3,22.7,1.54,845625.5,83239.4
2014-04-14,62981.24,10.64,23.5,1.59,1981488.0,185976.9
2014-04-21,60613.51,10.24,21.6,1.53,983638.8,93910.6
2014-04-28,59429.64,10.04,19.9,1.5,892903.4,87396.1
2014-05-05,60139.97,10.16,20.1,1.52,278441.6,27481.8
2014-05-12,63513.96,10.73,21.3,1.6,1299937.0,124408.3
2014-05-19,60258.34,10.18,20.2,1.52,1168225.0,110692.8
2014-05-26,60021.59,10.14,20.1,1.52,983303.1,96672.9
2014-06-02,59903.22,10.12,20.1,1.51,1028167.0,101103.8
2014-06-09,59015.29,9.97,19.8,1.49,827091.1,82406.1
2014-06-16,60199.16,10.17,20.2,1.52,1092139.0,107987.4
2014-06-23,57002.76,9.63,19.1,1.44,1001913.0,101750.9
2014-06-30,58009.02,9.8,19.4,1.46,822402.8,84335.9
2014-07-07,58305.0,9.85,19.5,1.47,710780.0,72126.6
2014-07-14,57357.88,9.69,19.2,1.45,769578.4,79907.9
2014-07-21,56351.62,9.52,18.9,1.42,890108.6,92581.7
2014-07-28,62270.91,10.52,20.8,1.57,3087570.0,306428.2
2014-08-04,63869.13,10.79,21.4,1.61,3030335.0,286342.6
2014-08-11,63099.62,10.66,21.1,1.59,1946129.0,182939.4
2014-08-18,63158.8,10.67,20.2,1.59,2032932.0,191800.0
2014-08-25,61027.86,10.31,19.5,1.54,1686953.0,160536.8
2014-09-01,61087.05,10.32,19.5,1.54,1153325.0,112891.1
2014-09-08,63869.13,10.79,20.4,1.61,2046152.0,192821.1
2014-09-15,62922.05,10.63,20.1,1.59,1995320.0,186880.6
2014-09-22,61383.02,10.37,19.6,1.55,1829981.0,174866.1
2014-09-29,64757.02,10.94,20.7,1.63,3489302.0,321426.6
2014-10-06,64816.21,10.95,20.7,1.64,385147.4,35169.0
2014-10-13,63632.34,10.75,20.4,1.61,1971473.0,180992.9
2014-10-20,67361.5,11.38,21.5,1.7,4283158.0,382464.9
2014-10-27,62981.24,10.64,20.1,1.59,2625603.0,236035.6
2014-11-03,69314.88,11.71,19.5,1.75,4909396.0,429679.8
2014-11-10,77246.69,13.05,21.8,1.95,7086188.0,574165.6
2014-11-17,79732.81,13.47,22.5,2.01,6569262.0,491975.6
2014-11-24,87723.81,14.82,24.7,2.21,415204.9,28016.5
2014-12-01,108559.8,18.34,30.6,2.74,19498380.0,1137852.0
2014-12-08,156861.2,26.5,44.2,3.96,31328720.0,1428246.0
2014-12-15,147982.3,25.0,41.7,3.74,31471540.0,1298317.0
2014-12-22,145081.8,24.51,40.9,3.66,31206210.0,1240979.0
2014-12-29,150349.9,25.4,42.4,3.8,22015920.0,887466.3
2015-01-05,154256.6,26.06,43.5,3.89,12441910.0,479234.7
2015-01-12,155558.9,26.28,43.9,3.93,24373520.0,907641.2
2015-01-19,138215.4,23.35,39.0,3.49,12822660.0,502143.3
2015-01-26,139103.3,23.5,39.2,3.51,16278350.0,712786.9
2015-02-02,125784.9,21.25,35.5,3.18,9322040.0,415202.8
2015-02-09,135906.9,22.96,38.3,3.43,11702360.0,518943.8
2015-02-16,138037.9,23.32,27.5,3.48,10085220.0,430150.3
2015-02-23,138333.8,23.37,27.5,3.49,1768977.0,75096.5
2015-03-02,143779.5,24.29,28.6,3.63,8679151.0,365825.3
2015-03-09,132651.3,22.41,26.4,3.35,10062360.0,438502.4
2015-03-16,138984.9,23.48,27.7,3.51,9348888.0,410778.4
2015-03-23,158518.6,26.78,31.6,4.0,20462700.0,804307.9
2015-03-30,163194.9,27.57,32.5,4.12,19110160.0,717926.8
2015-04-06,172132.9,29.08,34.3,4.35,18304670.0,639401.3
2015-04-13,177519.5,29.99,35.3,4.48,27850140.0,915664.0
2015-04-20,163076.4,27.55,32.5,4.12,17663620.0,609901.6
2015-04-27,171185.8,28.92,25.5,4.32,21314480.0,725021.6
2015-05-04,165088.9,27.89,24.6,4.17,9464073.0,332322.6
2015-05-11,166568.8,28.14,24.8,4.21,11317810.0,411787.8
2015-05-18,153723.9,25.97,22.9,3.88,11494130.0,416965.1
2015-05-25,172192.1,29.09,25.6,4.35,15765170.0,561796.1
2015-06-01,161596.6,27.3,24.1,4.08,17605260.0,632510.1
2015-06-08,176039.7,29.74,26.2,4.44,17310300.0,619950.5
2015-06-15,160471.9,27.11,23.9,4.05,13905000.0,489318.3
2015-06-22,147212.7,24.87,21.9,3.72,7275353.0,274325.7
2015-06-29,124305.1,21.0,18.5,3.14,12111350.0,503874.4
2015-07-06,124778.6,21.08,18.6,3.15,12150620.0,568963.1
2015-07-13,132296.1,22.35,19.7,3.34,19683600.0,981668.8
2015-07-20,119155.3,20.13,17.7,3.01,9728652.0,476695.6
2015-07-27,105600.1,17.84,15.7,2.67,9438795.0,474456.9
2015-08-03,112880.9,19.07,16.8,2.85,8575951.0,463133.7
2015-08-10,115485.3,19.51,17.2,2.92,5313131.0,280687.9
2015-08-17,112466.4,19.0,16.8,2.84,4654093.0,243014.5
2015-08-24,82041.31,13.86,12.2,2.07,5496814.0,329016.6
2015-08-31,79673.63,13.46,11.9,2.01,7908239.0,619022.6
2015-09-07,79910.38,13.5,11.9,2.02,5291236.0,386838.0
2015-09-14,77009.94,13.01,11.5,1.94,4052467.0,294242.5
2015-09-21,80679.88,13.63,12.0,2.04,3088297.0,232987.8
2015-09-28,77779.44,13.14,11.6,1.96,2850282.0,206967.0
2015-10-05,77542.63,13.1,11.6,1.96,706808.1,54053.5
2015-10-12,89085.25,15.05,13.3,2.25,2837145.0,197417.4
2015-10-19,94057.5,15.89,14.0,2.37,4510594.0,291727.3
2015-10-26,95300.56,16.1,14.2,2.41,4482291.0,284185.9
2015-11-02,89854.75,15.18,13.4,2.27,3530265.0,226035.1
2015-11-09,114183.0,19.29,17.0,2.88,15891010.0,863028.5
2015-11-16,114005.4,19.26,17.0,2.88,11176790.0,565040.2
2015-11-23,112348.1,18.98,16.7,2.84,7762587.0,399052.6
2015-11-30,104179.5,17.6,15.5,2.63,6745562.0,361905.9
2015-12-07,117320.4,19.82,17.5,2.96,11078140.0,564093.6
2015-12-14,123476.4,20.86,18.4,3.12,8960547.0,459420.4
2015-12-21,127560.7,21.55,19.0,3.22,12398110.0,589524.0
2015-12-28,118385.8,20.0,17.6,2.99,13940320.0,650770.1
2016-01-04,103705.9,17.52,15.4,2.62,5873447.0,299844.4
2016-01-11,92340.88,15.6,13.8,2.33,6486125.0,379426.4
2016-01-18,93820.69,15.85,14.0,2.37,5349617.0,335601.4
2016-01-25,91985.75,15.54,13.7,2.32,4014076.0,251540.9
2016-02-01,79910.38,13.5,11.9,2.02,5342611.0,388852.4
2016-02-08,80324.75,13.57,12.0,2.03,2860346.0,206894.3
2016-02-15,79436.88,13.42,11.8,2.01,496773.2,37262.2
2016-02-22,87309.5,14.75,13.0,2.2,4142243.0,288882.0
2016-02-29,75766.88,12.8,11.3,1.91,4008281.0,292064.4
2016-03-07,86125.63,14.55,12.8,2.17,7070019.0,495527.2
2016-03-14,85592.88,14.46,12.7,2.16,4248353.0,300401.9
2016-03-21,100391.2,16.96,9.2,2.53,8291315.0,531430.3
2016-03-28,95655.69,16.16,8.8,2.41,7356481.0,445259.9
2016-04-04,98260.25,16.6,9.0,2.48,5003810.0,302771.8
